question_id,concept_id,question,concept_text,max_mark
Q53,Q53_C3,Explain the bullwhip effect in supply chains. Evaluate the role of information systems in mitigating this phenomenon.,"IS Solution — Demand Visibility: Shared POS and inventory data systems give all supply chain participants real-time visibility of actual consumer demand, reducing forecast uncertainty and safety stock requirements.",1.0
Q53,Q53_C4,Explain the bullwhip effect in supply chains. Evaluate the role of information systems in mitigating this phenomenon.,IS Solution — Collaborative Planning: VMI (vendor-managed inventory) and CPFR systems enable suppliers and retailers to jointly plan and respond to actual demand signals rather than distorted order signals.,1.0
Q53,Q53_C5,Explain the bullwhip effect in supply chains. Evaluate the role of information systems in mitigating this phenomenon.,Critical Evaluation: IS solutions to the bullwhip effect depend on trust and data sharing between supply chain partners — organisational and contractual barriers often prevent the transparency required for full bullwhip mitigation.,1.0
Q54,Q54_C1,Compare and contrast push-based and pull-based supply chain models. Under what conditions would each model be most appropriate?,"Push-Based Model: Supply chain driven by long-range demand forecasts — production and inventory decisions made in advance of actual customer orders; efficient for stable, predictable demand but creates excess inventory risk.",1.0
Q54,Q54_C2,Compare and contrast push-based and pull-based supply chain models. Under what conditions would each model be most appropriate?,Pull-Based Model: Supply chain driven by actual real-time customer demand signals — production and replenishment triggered by confirmed orders; reduces inventory but requires highly responsive supply chain capabilities.,1.0
Q54,Q54_C3,Compare and contrast push-based and pull-based supply chain models. Under what conditions would each model be most appropriate?,"IS Enabling Pull: Internet-enabled SCM systems, real-time POS data sharing, and VMI enable organisations to implement pull-based models at scale — the 'demand-driven supply chain'.",1.0
Q54,Q54_C4,Compare and contrast push-based and pull-based supply chain models. Under what conditions would each model be most appropriate?,"Appropriate Conditions: Push suits commodity products with stable demand and long lead times; pull suits high-variety, short-lifecycle, or demand-volatile products where inventory risk is high.",1.0
Q54,Q54_C5,Compare and contrast push-based and pull-based supply chain models. Under what conditions would each model be most appropriate?,"Critical Evaluation: Most organisations use hybrid push-pull models, with the decoupling point (push-pull boundary) determined by product characteristics, lead times, and supply chain responsiveness capabilities.",1.0
Q55,Q55_C1,Evaluate how internet technologies have transformed global supply chain management. What challenges remain despite these advancements?,"Real-Time Global Visibility: Internet-based SCM platforms provide real-time visibility of inventory levels, shipment status, and demand signals across globally distributed supply chain partners.",1.0
Q55,Q55_C2,Evaluate how internet technologies have transformed global supply chain management. What challenges remain despite these advancements?,"Lower Communication Costs: Internet standards (EDI over IP, XML, APIs) dramatically reduce the cost of integrating supplier and logistics systems, enabling seamless global data exchange at near-zero marginal cost.",1.0
Q55,Q55_C3,Evaluate how internet technologies have transformed global supply chain management. What challenges remain despite these advancements?,"Agility and Responsiveness: Internet technologies enable supply chains to sense and respond to disruptions (demand shocks, supplier failures) faster by sharing information instantaneously across all partners.",1.0
Q55,Q55_C4,Evaluate how internet technologies have transformed global supply chain management. What challenges remain despite these advancements?,"New Supply Chain Configurations: The Internet enables global sourcing networks, 3PL integration, and drop-shipping models that were operationally impractical before digital connectivity.",1.0
Q55,Q55_C5,Evaluate how internet technologies have transformed global supply chain management. What challenges remain despite these advancements?,Critical Evaluation: Internet-enabled supply chain integration creates cyber-vulnerability — a single security breach or system failure in one partner can cascade across the entire network; resilience and cybersecurity investment are essential counterweights to digital supply chain efficiency.,1.0
Q56,Q56_C1,Evaluate the difference between operational CRM and analytical CRM. How does each type contribute to improving customer relationships?,"Operational CRM: Systems that support customer-facing business processes — sales force automation, marketing campaign management, and customer service management; directly manages customer interactions.",1.0
Q56,Q56_C2,Evaluate the difference between operational CRM and analytical CRM. How does each type contribute to improving customer relationships?,"Analytical CRM: Systems that analyse customer data captured by operational CRM to identify customer segments, lifetime value, purchasing patterns, and behaviour predictions to support strategic decisions.",1.0
Q56,Q56_C3,Evaluate the difference between operational CRM and analytical CRM. How does each type contribute to improving customer relationships?,"How Each Adds Value — Operational: Automates routine customer interactions (follow-ups, service tickets), improves sales team productivity, and ensures consistent customer experience across touchpoints.",1.0
Q56,Q56_C4,Evaluate the difference between operational CRM and analytical CRM. How does each type contribute to improving customer relationships?,"How Each Adds Value — Analytical: Provides data-driven insights enabling personalised marketing, churn prediction, cross-selling opportunities, and evidence-based customer acquisition strategies.",1.0
Q56,Q56_C5,Evaluate the difference between operational CRM and analytical CRM. How does each type contribute to improving customer relationships?,Critical Evaluation: Operational and analytical CRM are mutually dependent — operational CRM without analytical processing generates underutilised data; analytical CRM without quality operational data produces unreliable insights; integrated deployment maximises value.,1.0
Q57,Q57_C1,A retail bank is considering implementing a CRM system. Evaluate the potential business value it could derive from this investment.,"Benefits of CRM for Retail Bank: Unified customer view across all banking products (current account, mortgage, savings, loans) enabling personalised service and targeted cross-selling opportunities.",1.0
Q57,Q57_C2,A retail bank is considering implementing a CRM system. Evaluate the potential business value it could derive from this investment.,"Customer Retention: Analytical CRM identifies at-risk customers (e.g., declining transaction activity, competitor product interest), enabling proactive retention interventions before customer churn occurs.",1.0
Q57,Q57_C3,A retail bank is considering implementing a CRM system. Evaluate the potential business value it could derive from this investment.,"Improved Service Efficiency: Operational CRM provides call centre agents with complete customer history, reducing average handling time and improving first-contact resolution rates.",1.0
Q57,Q57_C4,A retail bank is considering implementing a CRM system. Evaluate the potential business value it could derive from this investment.,"Marketing Effectiveness: CRM enables segmented, personalised marketing campaigns based on customer lifecycle stage, product holding, and behavioural data — improving campaign ROI versus mass marketing.",1.0
Q57,Q57_C5,A retail bank is considering implementing a CRM system. Evaluate the potential business value it could derive from this investment.,Implementation Challenges: Data privacy regulations (GDPR) constrain the use of customer data; integrating CRM with legacy banking IS is technically complex; staff resistance and training requirements must be managed carefully.,1.0
Q58,Q58_C1,Critically evaluate the major challenges organizations face when implementing enterprise applications such as ERP and CRM systems.,"High Costs and Extended Timelines: Enterprise system implementations are expensive and time-consuming, often requiring years and significant financial investment with uncertain ROI timelines.",1.0
Q58,Q58_C2,Critically evaluate the major challenges organizations face when implementing enterprise applications such as ERP and CRM systems.,"Business Process Redesign: Organisations must adapt existing processes to system requirements or invest heavily in customisation — both options are costly, disruptive, and carry significant implementation risk.",1.0
Q58,Q58_C3,Critically evaluate the major challenges organizations face when implementing enterprise applications such as ERP and CRM systems.,"Data Migration Complexity: Consolidating, cleansing, and migrating data from legacy systems into the new enterprise system is technically demanding and prone to data quality errors that undermine system credibility.",1.0
Q58,Q58_C4,Critically evaluate the major challenges organizations face when implementing enterprise applications such as ERP and CRM systems.,"Organisational Resistance: Employees resist changes to established workflows, role definitions, and reporting structures; without effective change management and executive sponsorship, adoption rates remain low.",1.0
Q58,Q58_C5,Critically evaluate the major challenges organizations face when implementing enterprise applications such as ERP and CRM systems.,"Critical Evaluation: Enterprise system implementation failures are predominantly organisational rather than technical — inadequate change management, unrealistic expectations, and insufficient executive commitment are the primary drivers of project failure.",1.0
Q59,Q59_C1,Evaluate how next-generation enterprise applications are addressing the limitations of traditional enterprise systems. Include Social CRM and Business Intelligence in your answer.,"Cloud Deployment: Next-generation enterprise applications offered as SaaS reduce upfront capital investment, enable faster deployment, and shift infrastructure management to vendors — lowering the total cost of ownership.",1.0
Q59,Q59_C2,Evaluate how next-generation enterprise applications are addressing the limitations of traditional enterprise systems. Include Social CRM and Business Intelligence in your answer.,"Mobile and Social Integration: Modern enterprise applications integrate mobile access and social collaboration tools, enabling real-time field access and cross-functional communication beyond traditional office environments.",1.0
Q59,Q59_C3,Evaluate how next-generation enterprise applications are addressing the limitations of traditional enterprise systems. Include Social CRM and Business Intelligence in your answer.,"Open APIs and Ecosystem Integration: Next-generation systems use open APIs to integrate with third-party applications, partners, and digital marketplaces — addressing the rigidity of traditional monolithic enterprise systems.",1.0
Q59,Q59_C4,Evaluate how next-generation enterprise applications are addressing the limitations of traditional enterprise systems. Include Social CRM and Business Intelligence in your answer.,"Analytics and AI Embedding: Modern enterprise platforms embed advanced analytics, machine learning, and AI capabilities directly into workflows, enabling real-time intelligent decision support rather than retrospective reporting.",1.0
Q59,Q59_C5,Evaluate how next-generation enterprise applications are addressing the limitations of traditional enterprise systems. Include Social CRM and Business Intelligence in your answer.,"Critical Evaluation: Cloud and SaaS models introduce new risks — vendor dependency, data sovereignty concerns, and connectivity requirements; organisations must carefully balance agility gains against these strategic risks.",1.0
Q60,Q60_C1,A chain of fast food restaurants such as Burger King is considering using a CRM system. Evaluate TWO specific ways this could lead to better business outcomes.,"CRM Value for Fast Food Chain: Captures customer purchasing behaviour data across outlets, enabling personalised promotions, loyalty programme management, and targeted marketing to identified customer segments.",1.0
Q60,Q60_C2,A chain of fast food restaurants such as Burger King is considering using a CRM system. Evaluate TWO specific ways this could lead to better business outcomes.,"Operational Benefits: Streamlines customer feedback management, complaint resolution, and service consistency monitoring across franchise locations — improving brand standards at scale.",1.0
Q60,Q60_C3,A chain of fast food restaurants such as Burger King is considering using a CRM system. Evaluate TWO specific ways this could lead to better business outcomes.,"Marketing Effectiveness: Analytical CRM enables the chain to identify high-value customer segments, optimise promotional spend, personalise digital marketing through app and loyalty card data.",1.0
Q60,Q60_C4,A chain of fast food restaurants such as Burger King is considering using a CRM system. Evaluate TWO specific ways this could lead to better business outcomes.,"Customer Loyalty: CRM-powered loyalty programmes (e.g., Burger King Royal Perkins app) increase repeat visit frequency and average transaction value through personalised reward incentives.",1.0
Q60,Q60_C5,A chain of fast food restaurants such as Burger King is considering using a CRM system. Evaluate TWO specific ways this could lead to better business outcomes.,Implementation Considerations: Data privacy compliance (GDPR) for loyalty programme data; integration with POS systems across franchise locations; training front-line staff on CRM-informed customer service protocols; measuring ROI on CRM investment through customer lifetime value improvements.,1.0
