question_id,concept_id,question,concept_text,max_mark,concept_source,concept_generator_backend,concept_generator_model
Q53,Q53_G3,Explain the bullwhip effect in supply chains. Evaluate the role of information systems in mitigating this phenomenon.,"IS Solution — Demand Visibility: Shared POS and inventory data systems give all supply chain participants real-time visibility of actual consumer demand, reducing forecast uncertainty and safety stock requirements.",1.0,generated,flan-t5,google/flan-t5-small
Q53,Q53_G4,Explain the bullwhip effect in supply chains. Evaluate the role of information systems in mitigating this phenomenon.,IS Solution — Collaborative Planning: VMI (vendor-managed inventory) and CPFR systems enable suppliers and retailers to jointly plan and respond to actual demand signals rather than distorted order signals.,1.0,generated,flan-t5,google/flan-t5-small
Q53,Q53_G5,Explain the bullwhip effect in supply chains. Evaluate the role of information systems in mitigating this phenomenon.,Critical Evaluation: IS solutions to the bullwhip effect depend on trust and data sharing between supply chain partners — organisational and contractual barriers often prevent the transparency required for full bullwhip mitigation.,1.0,generated,flan-t5,google/flan-t5-small
Q54,Q54_G1,Compare and contrast push-based and pull-based supply chain models. Under what conditions would each model be most appropriate?,"Push-Based Model: Supply chain driven by long-range demand forecasts — production and inventory decisions made in advance of actual customer orders; efficient for stable, predictable demand but creates excess inventory risk.",1.0,generated,flan-t5,google/flan-t5-small
Q54,Q54_G2,Compare and contrast push-based and pull-based supply chain models. Under what conditions would each model be most appropriate?,Pull-Based Model: Supply chain driven by actual real-time customer demand signals — production and replenishment triggered by confirmed orders; reduces inventory but requires highly responsive supply chain capabilities.,1.0,generated,flan-t5,google/flan-t5-small
Q54,Q54_G3,Compare and contrast push-based and pull-based supply chain models. Under what conditions would each model be most appropriate?,"IS Enabling Pull: Internet-enabled SCM systems, real-time POS data sharing, and VMI enable organisations to implement pull-based models at scale — the 'demand-driven supply chain'.",1.0,generated,flan-t5,google/flan-t5-small
Q54,Q54_G4,Compare and contrast push-based and pull-based supply chain models. Under what conditions would each model be most appropriate?,"Appropriate Conditions: Push suits commodity products with stable demand and long lead times; pull suits high-variety, short-lifecycle, or demand-volatile products where inventory risk is high.",1.0,generated,flan-t5,google/flan-t5-small
Q54,Q54_G5,Compare and contrast push-based and pull-based supply chain models. Under what conditions would each model be most appropriate?,"Critical Evaluation: Most organisations use hybrid push-pull models, with the decoupling point (push-pull boundary) determined by product characteristics, lead times, and supply chain responsiveness capabilities.",1.0,generated,flan-t5,google/flan-t5-small
Q55,Q55_G1,Evaluate how internet technologies have transformed global supply chain management. What challenges remain despite these advancements?,"Real-Time Global Visibility: Internet-based SCM platforms provide real-time visibility of inventory levels, shipment status, and demand signals across globally distributed supply chain partners.",1.0,generated,flan-t5,google/flan-t5-small
Q55,Q55_G2,Evaluate how internet technologies have transformed global supply chain management. What challenges remain despite these advancements?,"Lower Communication Costs: Internet standards (EDI over IP, XML, APIs) dramatically reduce the cost of integrating supplier and logistics systems, enabling seamless global data exchange at near-zero marginal cost.",1.0,generated,flan-t5,google/flan-t5-small
Q55,Q55_G3,Evaluate how internet technologies have transformed global supply chain management. What challenges remain despite these advancements?,"Agility and Responsiveness: Internet technologies enable supply chains to sense and respond to disruptions (demand shocks, supplier failures) faster by sharing information instantaneously across all partners.",1.0,generated,flan-t5,google/flan-t5-small
Q55,Q55_G4,Evaluate how internet technologies have transformed global supply chain management. What challenges remain despite these advancements?,"New Supply Chain Configurations: The Internet enables global sourcing networks, 3PL integration, and drop-shipping models that were operationally impractical before digital connectivity.",1.0,generated,flan-t5,google/flan-t5-small
Q55,Q55_G5,Evaluate how internet technologies have transformed global supply chain management. What challenges remain despite these advancements?,Critical Evaluation: Internet-enabled supply chain integration creates cyber-vulnerability — a single security breach or system failure in one partner can cascade across the entire network; resilience and cybersecurity investment are essential counterweights to digital supply chain efficiency.,1.0,generated,flan-t5,google/flan-t5-small
Q56,Q56_G1,Evaluate the difference between operational CRM and analytical CRM. How does each type contribute to improving customer relationships?,"Operational CRM: Systems that support customer-facing business processes — sales force automation, marketing campaign management, and customer service management; directly manages customer interactions.",1.0,generated,flan-t5,google/flan-t5-small
Q56,Q56_G2,Evaluate the difference between operational CRM and analytical CRM. How does each type contribute to improving customer relationships?,"• Analytical CRM: Systems that analyse customer data captured by operational CRM to identify customer segments, lifetime value, purchasing patterns, and behaviour predictions to support strategic decisions.",1.0,generated,flan-t5,google/flan-t5-small
Q56,Q56_G3,Evaluate the difference between operational CRM and analytical CRM. How does each type contribute to improving customer relationships?,"• How Each Adds Value — Analytical CRM: Automates routine customer interactions (follow-ups, service tickets), improves sales team productivity, and ensures consistent customer experience across touchpoints.",1.0,generated,flan-t5,google/flan-t5-small
Q56,Q56_G4,Evaluate the difference between operational CRM and analytical CRM. How does each type contribute to improving customer relationships?,• Critical Evaluation: Operational CRM without analytical processing generates underutilised data; analytical CRM without quality operational data produces unreliable insights; integrated deployment maximises value.,1.0,generated,flan-t5,google/flan-t5-small
Q57,Q57_G1,A retail bank is considering implementing a CRM system. Evaluate the potential business value it could derive from this investment.,"Benefits of CRM for Retail Bank: Unified customer view across all banking products (current account, mortgage, savings, loans) enabling personalised service and targeted cross-selling opportunities.",1.0,generated,flan-t5,google/flan-t5-small
Q57,Q57_G2,A retail bank is considering implementing a CRM system. Evaluate the potential business value it could derive from this investment.,"Customer Retention: Analytical CRM identifies at-risk customers (e.g., declining transaction activity, competitor product interest), enabling proactive retention interventions before customer churn occurs.",1.0,generated,flan-t5,google/flan-t5-small
Q57,Q57_G3,A retail bank is considering implementing a CRM system. Evaluate the potential business value it could derive from this investment.,"Improved Service Efficiency: Operational CRM provides call centre agents with complete customer history, reducing average handling time and improving first-contact resolution rates.",1.0,generated,flan-t5,google/flan-t5-small
Q57,Q57_G4,A retail bank is considering implementing a CRM system. Evaluate the potential business value it could derive from this investment.,"Marketing Effectiveness: CRM enables segmented, personalised marketing campaigns based on customer lifecycle stage, product holding, and behavioural data — improving campaign ROI versus mass marketing.",1.0,generated,flan-t5,google/flan-t5-small
Q57,Q57_G5,A retail bank is considering implementing a CRM system. Evaluate the potential business value it could derive from this investment.,Implementation Challenges: Data privacy regulations (GDPR) constrain the use of customer data; integrating CRM with legacy banking IS is technically complex; staff resistance and training requirements must be managed carefully.,1.0,generated,flan-t5,google/flan-t5-small
Q58,Q58_G1,Critically evaluate the major challenges organizations face when implementing enterprise applications such as ERP and CRM systems.,"High Costs and Extended Timelines: Enterprise system implementations are expensive and time-consuming, often requiring years and significant financial investment with uncertain ROI timelines.",1.0,generated,flan-t5,google/flan-t5-small
Q58,Q58_G2,Critically evaluate the major challenges organizations face when implementing enterprise applications such as ERP and CRM systems.,"Business Process Redesign: Organisations must adapt existing processes to system requirements or invest heavily in customisation — both options are costly, disruptive, and carry significant implementation risk.",1.0,generated,flan-t5,google/flan-t5-small
Q58,Q58_G3,Critically evaluate the major challenges organizations face when implementing enterprise applications such as ERP and CRM systems.,"Data Migration Complexity: Consolidating, cleansing, and migrating data from legacy systems into the new enterprise system is technically demanding and prone to data quality errors that undermine system credibility.",1.0,generated,flan-t5,google/flan-t5-small
Q58,Q58_G4,Critically evaluate the major challenges organizations face when implementing enterprise applications such as ERP and CRM systems.,"Organisational Resistance: Employees resist changes to established workflows, role definitions, and reporting structures; without effective change management and executive sponsorship, adoption rates remain low.",1.0,generated,flan-t5,google/flan-t5-small
Q58,Q58_G5,Critically evaluate the major challenges organizations face when implementing enterprise applications such as ERP and CRM systems.,"Critical Evaluation: Enterprise system implementation failures are predominantly organisational rather than technical — inadequate change management, unrealistic expectations, and insufficient executive commitment are the primary drivers of project failure.",1.0,generated,flan-t5,google/flan-t5-small
Q59,Q59_G1,Evaluate how next-generation enterprise applications are addressing the limitations of traditional enterprise systems. Include Social CRM and Business Intelligence in your answer.,"Cloud Deployment: Next-generation enterprise applications offered as SaaS reduce upfront capital investment, enable faster deployment, and shift infrastructure management to vendors — lowering the total cost of ownership.",1.0,generated,flan-t5,google/flan-t5-small
Q59,Q59_G2,Evaluate how next-generation enterprise applications are addressing the limitations of traditional enterprise systems. Include Social CRM and Business Intelligence in your answer.,"Mobile and Social Integration: Modern enterprise applications integrate mobile access and social collaboration tools, enabling real-time field access and cross-functional communication beyond traditional office environments.",1.0,generated,flan-t5,google/flan-t5-small
Q59,Q59_G3,Evaluate how next-generation enterprise applications are addressing the limitations of traditional enterprise systems. Include Social CRM and Business Intelligence in your answer.,"Open APIs and Ecosystem Integration: Next-generation systems use open APIs to integrate with third-party applications, partners, and digital marketplaces — addressing the rigidity of traditional monolithic enterprise systems.",1.0,generated,flan-t5,google/flan-t5-small
Q59,Q59_G4,Evaluate how next-generation enterprise applications are addressing the limitations of traditional enterprise systems. Include Social CRM and Business Intelligence in your answer.,"Analytics and AI Embedding: Modern enterprise platforms embed advanced analytics, machine learning, and AI capabilities directly into workflows, enabling real-time intelligent decision support rather than retrospective reporting.",1.0,generated,flan-t5,google/flan-t5-small
Q59,Q59_G5,Evaluate how next-generation enterprise applications are addressing the limitations of traditional enterprise systems. Include Social CRM and Business Intelligence in your answer.,"Critical Evaluation: Cloud and SaaS models introduce new risks — vendor dependency, data sovereignty concerns, and connectivity requirements; organisations must carefully balance agility gains against these strategic risks.",1.0,generated,flan-t5,google/flan-t5-small
Q6,Q6_G1,"Evaluate the concept of disintermediation in digital markets. How does removing intermediary layers benefit consumers, and what are the potential drawbacks?",• Disintermediation Defined: The removal of intermediaries from the supply chain through direct digital transactions between producers and consumers.,1.0,generated,flan-t5,google/flan-t5-small
Q6,Q6_G2,"Evaluate the concept of disintermediation in digital markets. How does removing intermediary layers benefit consumers, and what are the potential drawbacks?","• Consumer Benefit: Lower end prices (e.g., sweater dropping from $48.50 to $20.45 direct); faster transactions and direct access to producers.",1.0,generated,flan-t5,google/flan-t5-small
Q6,Q6_G3,"Evaluate the concept of disintermediation in digital markets. How does removing intermediary layers benefit consumers, and what are the potential drawbacks?",• Business Benefit: Higher profit margins per sale and direct customer relationships enabling richer data collection and better brand control.,1.0,generated,flan-t5,google/flan-t5-small
Q6,Q6_G4,"Evaluate the concept of disintermediation in digital markets. How does removing intermediary layers benefit consumers, and what are the potential drawbacks?","• Potential Drawbacks: Intermediaries provide logistics, quality assurance, customer service, and dispute resolution; their removal shifts these responsibilities and risks to manufacturers or consumers.",1.0,generated,flan-t5,google/flan-t5-small
Q60,Q60_G1,A chain of fast food restaurants such as Burger King is considering using a CRM system. Evaluate TWO specific ways this could lead to better business outcomes.,"CRM Value for Fast Food Chain: Captures customer purchasing behaviour data across outlets, enabling personalised promotions, loyalty programme management, and targeted marketing to identified customer segments.",1.0,generated,flan-t5,google/flan-t5-small
Q60,Q60_G2,A chain of fast food restaurants such as Burger King is considering using a CRM system. Evaluate TWO specific ways this could lead to better business outcomes.,"Operational Benefits: Streamlines customer feedback management, complaint resolution, and service consistency monitoring across franchise locations — improving brand standards at scale.",1.0,generated,flan-t5,google/flan-t5-small
Q60,Q60_G3,A chain of fast food restaurants such as Burger King is considering using a CRM system. Evaluate TWO specific ways this could lead to better business outcomes.,"Marketing Effectiveness: Analytical CRM enables the chain to identify high-value customer segments, optimise promotional spend, personalise digital marketing through app and loyalty card data.",1.0,generated,flan-t5,google/flan-t5-small
Q60,Q60_G4,A chain of fast food restaurants such as Burger King is considering using a CRM system. Evaluate TWO specific ways this could lead to better business outcomes.,"Customer Loyalty: CRM-powered loyalty programmes (e.g., Burger King Royal Perkins app) increase repeat visit frequency and average transaction value through personalised reward incentives.",1.0,generated,flan-t5,google/flan-t5-small
Q60,Q60_G5,A chain of fast food restaurants such as Burger King is considering using a CRM system. Evaluate TWO specific ways this could lead to better business outcomes.,Implementation Considerations: Data privacy compliance (GDPR) for loyalty programme data; integration with POS systems across franchise locations; training front-line staff on CRM-informed customer service protocols; measuring ROI on CRM investment through customer lifetime value improvements.,1.0,generated,flan-t5,google/flan-t5-small
Q7,Q7_G1,"Critically evaluate the role of social e-commerce and social network marketing in modern business strategy, using specific features and examples.","• Social E-Commerce Defined: Use of social networks to facilitate peer-influenced purchasing decisions, underpinned by the digital social graph mapping all online social relationships.",1.0,generated,flan-t5,google/flan-t5-small
Q7,Q7_G2,"Critically evaluate the role of social e-commerce and social network marketing in modern business strategy, using specific features and examples.","• Key Features: Newsfeeds (organic product exposure), social sign-on (rich demographic data), collaborative shopping, network notifications (viral recommendations), and social search.",1.0,generated,flan-t5,google/flan-t5-small
Q7,Q7_G3,"Critically evaluate the role of social e-commerce and social network marketing in modern business strategy, using specific features and examples.","• Business Value: Enables viral marketing at minimal cost, builds brand communities, hyper-targets advertising using social profile data, and leverages 'wisdom of crowds' for product insights.",1.0,generated,flan-t5,google/flan-t5-small
Q7,Q7_G4,"Critically evaluate the role of social e-commerce and social network marketing in modern business strategy, using specific features and examples.","• Social Network Marketing: Targeted advertising using demographic and behavioural data (e.g., Facebook Ads, TikTok for Business); effective for B2C impulse-driven purchases.",1.0,generated,flan-t5,google/flan-t5-small
Q8,Q8_G1,"Evaluate the growth and significance of mobile commerce (m-commerce), identifying its main areas of growth and the services that support it.","Mobile commerce (m-commerce) is a commercial transaction conducted via mobile devices (smartphones, tablets) using wireless networks; accounts for approximately 34% of global e-commerce transactions.",1.0,generated,flan-t5,google/flan-t5-small
Q8,Q8_G2,"Evaluate the growth and significance of mobile commerce (m-commerce), identifying its main areas of growth and the services that support it.","• Areas of Growth: Mass market retailing (Amazon, eBay), digital content consumption (music, TV, e-books), in-app purchases, and mobile ticketing.",1.0,generated,flan-t5,google/flan-t5-small
Q8,Q8_G3,"Evaluate the growth and significance of mobile commerce (m-commerce), identifying its main areas of growth and the services that support it.","• Supporting Services: Location-based services (geosocial, geo-advertising, geoinformation) add spatial context; mobile payment systems (Apple Pay, Google Pay) enable seamless transactions.",1.0,generated,flan-t5,google/flan-t5-small
Q8,Q8_G4,"Evaluate the growth and significance of mobile commerce (m-commerce), identifying its main areas of growth and the services that support it.","• Mobile Advertising: Dominated by Google and Facebook, monetising consumer attention within apps, games, and videos; financial apps from banks expand the m-commerce ecosystem.",1.0,generated,flan-t5,google/flan-t5-small
Q8,Q8_G5,"Evaluate the growth and significance of mobile commerce (m-commerce), identifying its main areas of growth and the services that support it.","• Critical Evaluation: Structural challenges include smaller screen UX limitations, mobile payment security concerns, and fragmented device ecosystems (iOS vs Android); always-connected nature raises data privacy concerns.",1.0,generated,flan-t5,google/flan-t5-small
Q9,Q9_G1,"Evaluate the 'market creator' e-commerce business model. How do platforms like eBay, Uber, and Airbnb create value, and what challenges do they face?",Defined: Platforms that build digital marketplaces connecting buyers and sellers who transact directly; platform earns revenue through transaction fees without owning underlying assets.,1.0,generated,flan-t5,google/flan-t5-small
Q9,Q9_G2,"Evaluate the 'market creator' e-commerce business model. How do platforms like eBay, Uber, and Airbnb create value, and what challenges do they face?","• Value Creation — eBay: Aggregates buyers and sellers globally, enabling transparent price discovery through auction and fixed-price mechanisms.",1.0,generated,flan-t5,google/flan-t5-small
Q9,Q9_G3,"Evaluate the 'market creator' e-commerce business model. How do platforms like eBay, Uber, and Airbnb create value, and what challenges do they face?","• Value Creation — Uber/Airbnb: Monetise underutilised assets (cars, homes) by matching supply and demand in real time, generating powerful two-sided network effects.",1.0,generated,flan-t5,google/flan-t5-small
Q9,Q9_G4,"Evaluate the 'market creator' e-commerce business model. How do platforms like eBay, Uber, and Airbnb create value, and what challenges do they face?",• Network Effect Advantage: Platform value grows as more sellers join — more sellers attract more buyers — creating self-reinforcing growth cycles and high barriers to entry.,1.0,generated,flan-t5,google/flan-t5-small
Q9,Q9_G5,"Evaluate the 'market creator' e-commerce business model. How do platforms like eBay, Uber, and Airbnb create value, and what challenges do they face?","• Critical Challenges: Regulatory pressure (Uber licensing disputes, Airbnb housing bans), trust management (rating systems mitigate but cannot eliminate fraud), gig economy labour rights concerns, and winner-takes-all monopoly power dynamics.",1.0,generated,flan-t5,google/flan-t5-small
